comments,sosmed,label
pagi pak mahfud betul sekali jika hukum  ibarat resep kue maka moral  etika adalah bahan dasar tanpa bahan dasar baik apa kita buat tidak akan bisa nikmat bahkan muntidakin menja racun era copypaste  moral  etika adalah plagiarism,X,3
salam cerdas  waras milenial gen z  generasi selamat demokrasi pancasila pilih ganjarmahfud merdeka anak muda etika,X,3
ganjar mahfud,X,3
jangan pernah goyah untuk mas ganjar  pak mahfud  hanya beliau dua harap kita untuk pimpin bangsa indonesia,X,3
mahfud md blakblakan ada rektor tekan untuk puji jokowi polda jateng aku perintah aksi,X,3
defsi semua akan buka satu satu prof mahfud udah pak ahok udah siapa lg ya mau confess,X,3
lari pagi sehat jiwa  raga joget gemoy cuma hibur ri ayok kita pilih ganjar mahfud ssssaja jakan indonesia unggul  negeri,X,3
selamat pagi temans tetap semangat  optimis ganjarmahfud makin dekat hari menang sebaikbaiknya manusia adalah bawa gembira bagi sama lintidakungan a ada,X,3
kms kariyasa tuju senayan periode ke 2 ganjar mahfud 95  caletidaku calegmu mana,X,3
turut mahfud gibran hanya akan dapat hukum moral lewat kucil sosial bentuk hanya upa cibir,X,2
turut mahfud politik nasti sah untuk jalan larang adalah politik nasti rekayasa seperti ubah atur hitidak putus pihak,X,3
mahfud tuju koruptor dapat hukum mati,X,3
tutorial ngsssajarin haters nabbsky aka rizky mahfud main valorant dek tenang kita sudah baekan memang love hate relationship,X,0
reforma agraria sampai sudah kategori dasar cara selesai,X,0
prof mahfud solo version,X,3
dagang  warga palembang yakin ganjar mahfud mampu stabil harga sembako,X,3
 bukan tentang ganjar  bukan tentang mahfud bukan pula tentang kuasa bukan sama sekali  tentang seluruh rakyat indonesia pesta rakyat ganjarmahfud klaten,X,3
ni mahfud jelas,X,3
untidakap alas tidak mau korupsi mahfud tuju koruptor hukum mati,X,3
ganjar mahfud untuk indonesia tgl 14 februari pilih pimpin tidak punya beban kelam masa lalu pilih punya rekam jejak baik,X,3
tengah megah pesta rakyat ganjarmahfud klaten ganjar pranowo serta rombong tampak har beri sapa kepada puluh ribu warga klaten pada malam rabu 72 selain beri nasihat untuk jaga rukun ganjar sempat beri wejang kepada para pelsssajar ya,X,3
mereka menang 1 putar sug tidak muntidakin makanya guna segala cara untuk bisa menang  putar dua jelas keok ayo lur kita gas  yakin pak ganjar mahfud menang 1 putar,X,3
puluh ribu masayaarakat padat lapang merdeka klaten untuk saksi riah acara pesta rakyat ganjarmahfud pada sempat  puluh ribu masayaarakat har satu tekad untuk dukung ganjarmahfud pilpres 2024  percaya bahwa mereka dapat,X,3
betul tanya udah nyiapin pak mahfud md,X,3
prof mahfud mana pun ketika beliau isi buah acara belum tutup pasti beliau minta semua nyanyi indonesia pusaka bareng2 sama seperti wkt beliau isi kuliah umum udayana pada oktober lalu seg tulus beliau untuk negeri sehat terus prof,X,0
 prof mahfud rekam live,X,3
mahfud md sebut nasti politik larang kalau melantidakahi konstsi politik nasti  kalau nasti atau keluarga bagai fakta untuk menja jabat terus jabat bapak ayah saudara ibu  benar dunia mana tidak ada larang kata,X,0
jangan sma dewasa juga ada bilang nilai 11100  lebih tidak sopan daripada gestur clintidakclinguk gibran ke prof mahfud,X,2
sebenernya ada 3 orang pak mahfud 1 lagi anj uddah fals typo lagi pas nyanyi  mau denger bisa denger sesi akhir debat ke 4,X,3
sayaukurlah surveynya nyungsep jokowi tak akan kampanye mahfud bilang beg,X,2
 logical fallacy paling sebal sering guna orang2 dukung paslon satu  appeal to authority korban lalu kemu ada pihak laku tidak buat kejaan culi benar bahkan ketika semua korban maaf kejaan  tetap salah,X,0
makasih video mbah aku ja makin yakin tidak pilih dua soal pa prabski suka ngsssajak ikut buat ikut tidak suka sama paslon belah dengan cara nyinr2 terus sampe pakai bahasa kasar,X,2
slama korupsi msih gila slama pnetidakkan kealan hukum ngr  lemah sulit brharap kmajuan pd bidang apa menpora byk korupsi bahkan k ada adem anyem kesjahtraan para atlet trabaikan k rakyat suruh pilih paslon 02 hny  dendam gagal pildun u20 hadeuh,X,2
benerr nyasarnya juga ke tiap2 segmen masayaarakat berbedasesuaikan sesuai butuh masing2 ga kayak paslon belah tanya solusi untuk daya wanita jawab pake program makan siang gratis atas depresi juga jawab makan siang gratis,X,2
sudah just be silent reader daripada ja single fighter malah rujak ntar pas milu pilih turut baik  pantes karna x kyk salah banget dukung paslon ,X,0
kalau survei sudah 52   sudah pasti menang tidak perlu orang kayak kalian sibuk ngurusi paslon lain apalagi sekarang gabung sang panglima rasa bakar kalian semua salam menang total boskuu,X,0
jangan  beda pilih kita ja sikap tidak al hormat basudara gagal paham dengan maksud tulis  baik kau cari cermin terus baca lah postinganmu senri x apakah lama  anda sudah al untuk niat saudara dengan dukung paslon lain ting,X,0
rugi banget jika tak pilih amp coblos paslon 01,X,1
turut saya  sudah benarlebih benar lagi kalau calon paslon 02 batal demi hukum,X,2
the reason that makes me convinced untuk pilih 01  mereka satusatunya paslon punya program bukan cm lintas sektor tani dagang dll tapi program juga buat base on konsi wilayah sumatera jawa dll  landscape pulau gunung cont,X,1
sampai malam  para mahasiswa demo depan istana bakar spanduk salah satu paslon milu,X,0
kalau mau milu damai  tindak curang laku paslon apalagi paslon pakai fasilitas negara buat raup suara kalau puja puji  nama nya jilat demi untung paslon 02  malah timbul resah masayaarakat,X,2
duluuuu para koruptor pada kabur ke luar negerisekaranggggpara koruktor pada kabur ke paslon 02,X,2
mbah tetap mesti rombong ke paslon lain,X,0
kenapa 01 ideal untuk pimpin bangsa besar indonesia  cuma paslon 01 milik komitmen bebas dapat amp ekspres abah telah bukti dki lama 5 tahun ada apa dengan imin 1991 amp rengasdentidaklok,X,1
tidak ush maksain ketemen mu pilih beda ya wsssajar hak a  paslonnya beda hak km untuk milih paslon mu,X,0
lebih baik anda jual paslon anda ssssaja grace ga usah komentar aneh2 klw seru moral dr civitas akademika arti ada sesuatu ga baik2 negara  guru besar dosen  adalah manusia punya hak suara sama seperti kamu  lain2 kenapa tuduh partisan,X,1
 ada apa dari bahasa sangat layak duga ada sesuatu arah ke paslon tentu,X,0
10 februari 2024 perhati seluruh dunia akan tuju jakarta international staum jis helat akbar dari performance paslon amin01 hari beramairamai rakyat indonesia,X,1
nah tau lg kan tipikal dukung paslon onoh selalu  selalu hina orang lain,X,0
sama bjirrrrr ngritik program balesnya  tidak suka sa paslonnya ya jangan hina program muntidakin org luar sana butuh kek gabisa bedain kritik sama hina khh padahal capresnya suka ngatain paslon lain bjir,X,0
merinng kalau pikir2 pndukung 01 sama 03 banyak langsung lempar bukti capai 02 dukung banyak fokus lempar lemah dari 2 paslon saing sampe ga pernah liat nge buzz capai 02  muntidakin emang ga ada  merinng satu satu mulai keluar,X,3
dukung g2 ga hng ama mbak highlight cmn berkata2 kasar  generalisasi apalagi si admin tau cmn ken jatuhin paslon lain,X,0
hoaks banyak jauh  sebar oleh dukung paslon mana ya,X,2
belakang keroyok akunakun afiliasi dengan salah satu paslon fyi  puluh akun sering tangan satu orang cuma untuk membuntidakam siapa ssssaja berangan riil mereka balik akun  cm orang minder,X,2
paslon 2 tuh bahkan harus bukan pilih  demokrasi sehat,X,2
  ada posting paslon 02 share video ikut nyanyi fix sok asik,X,2
eh kalau a cuman mau untung cukup em sssaja dukung paslon 02 kata sudah pasti menang nanti pasti bagi jabat gajih ratus juta tapi a pilih jalan lain a fight untuk sesuatu a atidakp lebih penting dr uang,X,2
kalau ada iklan partai dukung paslon tentu masuk kampanye bukan pak maaf saya serius tanya,X,0
folls 109 gt repost vt salah satu paslon gt folls 106 wkwkwk,X,0
kau perintah aparat untuk turun apk paslon kami  saat tepat kami sama kuat dari agen ubah para mahasiswa balas sikap kalian laku,X,1
hahaha pas malam acara ada pena tanya kepada 4 orang bicara  ya apa nilai minus bapak turut mereka  gong bener  dukung tanya apa nilai minus paslon dukung,X,0
orasi mahasiswa rabu 722024 milu tanpa tolak milu curang tolak nasty politik skualifikasi paslon 02,X,2
3 jenis gratis dari tiga paslon dari s kita bisa baca lebih masing2 paslon,X,0
optimisme terus gauntidakan oleh paslon 03  calon pimpin akan bawa sejahtera kepada rakyat mereka pimpin akan memperjuantidakan tuan,X,3
nasehat sangat bijak mari belsssajar sama2 untuk melek politik negeri  agar tidak lgi ja sapi perah suara paslonorg2 belakang mereka rakus kuasa kita manusia pnya akal milik negeri  ayo jugan apatis,X,0
the real apa ada  tanda kalau kita ga terlalu mendewa2kan paslon pilih kita,X,0
pupuk subsi masih ja masalah jubir amin tekan pihak paslon 01 kepada tani,X,2
banyak beda sangat colok antara paslon 02  kosong 03 colok sih bila hadap dengan rakyat jelata jelas pak ganjar lebih dekat  rakyat visi misi nya pun lebih bobot 03 untuk jantidaka panjang maka guna akal sehat untuk pilih presiden jangan sampai,X,3
x batidakin survei mereka  ramein sama tim mereka doang kalau lintidakup warkop pinggir lihat hasil survei udah menja hal muak dari 2014 2019  sekarang 2024 g sssaja lagi kenapa ga batidakin program paslon dukung ya kan makan siang,X,2
pasti  pelatidakran kode etik nih atur  paslon  punya malu lebih baik mundur deh kite olah olah kerjain dengan sengaja harus akhir kampanye pelatidakran  untidakap maju mahasiswa kalian adalah generasi harap bangsa,X,0
muntidakin  sudah muak mahasiswa sweeping poster salah 1 paslon tebar,X,0
masih mau pilih paslon dukung tukang bohong,X,2
ga keba gimana stress nya prabowo  kalah lagi duit  segala udah habis tenaga sudah kuras kasus hukum nanti depan mataberikut juga pak lurah bijak bijak a potensi rugi negara contoh food estate sssajalah waduh ngeri ngeri sedep  eeuy,X,2
prabowo tanya masayaarakat sumut makan siang atau internet gratis,X,2
pak prabowo tuh nyapres terus  emang tulus sama negara atau  biar bisnis tidak mandek,X,2
beg pentidakuan rawan prabowo dadak sssajak makan ganjar usai bentang baliho,X,3
jelang coblos rawan nyala ribu lilin rumah prabowo,X,2
posting lagi ah terlalu sa dengan bapak doa insayaaallah bapak president k 8 aamiin,X,0
s best campaign moment sambut dukung pak prabowo bukan sikat malah sssajak makan siang beda sama kejaan tempo hari top,X,2
2019 jokowi kampanye pakai isu ham  ktator janji akan tuntas kasus ham nyata selesai pilpres jokowi malah antidakat prabowo ja menhan kasus ham tunggu keluarga korban terbentidakalai bahkan jokowi sama org punya penting dukung prabowo ja presiden,X,3
ingat lupa apa kata prabowo tentang sembako sekarang tim gencar bagi sembako awokawokawok terima ssssaja pilih pasti amin,X,3
siapa ssssaja libat pecat prabowo dari militer  siapa masih tetidak lurus dengan putus sebut dg tak dukung prabowo yuk kita bahas tagar dulu buat anak abah,X,1
hanya keledai msh mau pilih prabowo lg,X,2
2014  2019 banyak orang milih prabowo cuma  ga mau milih jokowi pilih cm 2,X,3
nih dengerin nyata tegas pak prabowo,X,2
gilir pak prabowo bully stroke pincang apakah masuk riang gembira ga pilih amin tanya islam ga pilih amin dosa apakah tambah iman orang laku al,X,3
arsiparsip berita prabowo libat dalam jahat hilang paksa aktivis pro demokrasi 19971998 selentidakapnya ada buku kronik culi aktivis  keras negara 1998 karya muhin dahlan sejarah mesti pelsssajari meski pahit,X,2
enak banget nyulik balikin unsur pidana hilang hukum ala prabowo suka trabas hukum prabowo menang koruptor senang korupsi balikinbebas rusakrusak,X,3
pernah ada bilang menng pernah ja jahat drpd pernah ja pendeta arti org jahat bisa ja baik kan sudah byk contoh kan apa kl prabowo ga boleh ubah baik kl ky g skrg ky g juga jahat kl ky g jugan heran kl ada jahat terus jahat  stigma spt ,X,2
dulu juga banyak pilih prabowo  tidak ada pilih lagi baik dari sisa buruk skrg ada pilih baik kenapa ngambil sisa buruk,X,2
pernah ikut job buzzer karna iseng bilang  black campaign dari 01 gataunya  03 kenapa gue tau pas w pencet hastag ada tweet lain ngejelkin prabowo tapi tinggi 03 dari s gue ja bingung  01 beneran atau 03 mengatasnamakan 01,X,3
kisah mula prabowo usung jokowi untuk ja cagub dki tahun 2012,X,3
sinr ahok bilang jokowi tak bisa kerja prabowo  orang otak perlu periksa,X,3
kalau mau lihat untung jokowi sama prabowo lebih untung ya jar sudah jelas har dapat suara juga tapi bisa lolos dari cap politik identitas super sekali whwhwhwhw,X,3
anies tidak dateng tapi kena cap politik identitas sampai sekarang jokowi  prabowo jelas har  orasi sana justru lepas dari politik identitas padahal duaduanya dapat suara dari s ja sopo lebih untung jelas bukan ahok whwhwhwhw,X,3
anies tidak dateng  tetep untuntidakan kata lu padahal sampai sekarang kena olok politik identitas sedantidakan jelas dateng kayak prabowo  jokowi justru lepas dari prekat politik identitas ja siapa lebih untuntidakan  rugi whwhwhwhw,X,3
titidakl bls prabowo juga sampah pungut sm megawati,X,2
cmn mau kasih tau klo prabowo punya usaha susu nusantara gibran punya usaha makan macam katering nya so make sense klo program bkin,X,3
ga usah ngomong dosa prabowo proker paling gajelas  ga bener sssaja cuma a senri dari 2019 debat ga pernah ada isi 2019 jokowi plonga plongo sssaja masih jauh lebih baik dari a pas debat beneran aneh sih pilih prabs milih juga pasti  gibran anak jkw pilih,X,3
go block  munafik para jilat mantidakana indonesia tidak maju2  lama jsssajah belanda negara kecil  jauh  byk munafik ja jilat  sebagaimn kata kenapa ndukung prabowo sayaaratnya harus bodoh,X,2
jokowi ssssaja sudah abai hukum amp ham gagal demokrasi  lanjut prabowo gibran nasti jokowi double combo makin rusak penetidakan hukum ham demokrasi pelatidakran etika,X,3
prabowo senri udah ntidaku ayah pun mentidakui kalau a culik org ada suatu interview beberapa petinggi tni pada masa  juga mentidakui sila baca juga putus dewan hormat perwira nomor kep03viii1998dkp,X,2
orang prabowo udah titidakl lantik ssssaja kok panik panik  dewany mash posisi juru kunci dg elektbilitas 16 sj,X,2
fakta prabowo  sudah 4 putar,X,2
pesantren tebuireng tegas tidak dukung prabowogibran pilpres 2024,X,2
rawan prabowogibran nyala 1000 lilin seru milu damai,X,2
video 1 saiful mujani blakan kait koalisi prabowo video 2 alas unpad keluar seru kepada jokowi agar jaga moral  etika meme 3 amp 4 ketika pj gubernur dki bagi bansos dengan totebag warna ciri khas 02,X,3
prabowogibran harus kalah bagai pelsssajaran bagi jokowi agar tindak sewsssajarnya bagai orang presiden moral dengan beg tidak akan ada presiden laku nepotisme,X,3
menit ke 32  ada anak kecil langsung peluk ayah beliau cinta  cinta ya allah jangan akan terja terjalah turut hendak,X,0
gugat kpu ke ptun tp minta calon prabowogibran tidak sah  batal,X,2
